AC_MODEL,AC_TYPE_CODE
DC-8-21(F),8434
DC-8-31,8436
DC-8-31(F),8438
DC-8-32,8436
DC-8-32(F),8438
DC-8-33,8436
DC-8-33(F),8438
DC-8-43,8440
DC-8-43(F),8443
DC-8-51(F)(HK),8456
DC-8-51(HK),8451
DC-8-52,8450
DC-8-52(F),8455
DC-8-53,8450
DC-8-53(F),8455
DC-8-55,8450
DC-8-61(F)(HK),8465
DC-8-61(HK),8462
DC-8-62(F)(HK),8481
DC-8-62(HK),8476
DC-8-62F(HK),8481
DC-8-63(F)(HK),8488
DC-8-63(HK),8485
DC-8-63F(HK),8488
DC-8-63PF,8484
DC-8-63PF(F),8488
DC-8-63PF(F)(HK),8488
DC-8-71(F),8492
DC-8-71F,8492
DC-8-72,8495
DC-8-72F,8498
DC-8-73(F),8515
DC-8-73F,8515
DC-8-73PF(F),8515
DC-8F-54(HK),8456
DC-8F-55(HK),8456
DC-9-14(HK),6211
DC-9-15(HK),6211
DC-9-15F(HK),6216
DC-9-21(HK),6221
DC-9-31 (NC-9D),6230
DC-9-31(F),6235
DC-9-31(HK),6231
DC-9-32(HK),6231
DC-9-32F(HK),6236
DC-9-33F(HK),6236
DC-9-34,6230
DC-9-34F,6235
DC-9-41(HK),6241
DC-9-51(HK),6251
DC-9-81,6261
DC-9-82,6262
DC-9-82(F),6265
DC-9-83,6263
DC-9-83(F),6266
DC-9-87,6267
DHC-4A,3532
DHC-5,3535
DHC-5 (C-8A),3535
DHC-5A,3535
DHC-5D,3535
DHC-5E,3535
DHC-6-100,3240
DHC-6-100HP,3240
DHC-6-200,3240
DHC-6-200HG,3240
DHC-6-300,3240
DHC-6-300HG,3240
DHC-6-300X2,3240
DHC-6-310,3240
DHC-6-320,3240
DHC-6-400,3244
DHC-7-100,4220
DHC-7-102,4220
DHC-7-103,4220
DHC-7-110,4220
DHC-7-150,4220
DHC-8-102,3630
DHC-8-102(F),3631
DHC-8-102(PF),3631
DHC-8-102A,3630
DHC-8-103,3630
DHC-8-103A,3630
DHC-8-103B,3630
DHC-8-106,3630
DHC-8-110,3630
DHC-8-201,3635
DHC-8-202,3635
DHC-8-301,3640
DHC-8-311,3640
DHC-8-311A,3640
DHC-8-311B,3640
DHC-8-314,3640
DHC-8-314(F),3641
DHC-8-314(PF),3641
DHC-8-314A,3640
DHC-8-314B,3640
DHC-8-315,3640
DHC-8-315B,3640
DHC-8-402 (NG),3650
DHC-8Q-103,3630
DHC-8Q-103B,3630
DHC-8Q-200,3635
DHC-8Q-201,3635
DHC-8Q-202,3635
DHC-8Q-202B,3635
DHC-8Q-311,3640
DHC-8Q-311B,3640
DHC-8Q-314,3640
DHC-8Q-314B,3640
DHC-8Q-315,3640
DHC-8Q-401,3650
DHC-8Q-402,3650
DHC-8Q-402 (NG),3650
DHC-8Q-402(PF),3651
DO228-100,3228
DO228-101,3228
DO228-200,3230
DO228-201,3230
DO228-201K,3230
DO228-202,3230
DO228-202K,3230
DO228-212,3230
DO228-212NG,3233
DO328-110,3388
DO328-120,3388
DO328-130,3388
EA500,5560
EA500 (550),5560
EC-121H,2749
EC-121K,2749
EC-121T,2749
EC-130Q,4830
EMB-100,3199
EMB-110,3200
EMB-110C,3200
EMB-110E,3200
EMB-110E/J,3200
EMB-110E/J(F),3200
EMB-110P,3200
EMB-110P1,3215
EMB-110P1A,3215
EMB-110P1K,3215
EMB-110P2,3215
EMB-111A(EM),3215
EMB-120,3500
EMB-120ER,3500
EMB-120ER(F),3505
EMB-120ER(FC),3505
EMB-120FC,3505
EMB-120RT,3500
EMB-120RT(FC),3505
EMB-120RT(QC),3505
EMB-121A,3150
EMB-121A1,3150
EMB-121V,3150
EMB-135BJ (LEGACY 600),6041
EMB-135BJ (LEGACY 650),6041
EMB-135BJ (LEGACY 650E),6041
EMB-135EC (LEGACY 650),6041
EMB-135ER,6040
EMB-135ER (SE),6040
EMB-135KE,6043
EMB-135KL,6043
EMB-135LR,6040
EMB-135LR (SL),6040
EMB-145,6045
EMB-145EP,6045
EMB-145EP(PF),6046
EMB-145ER,6045
EMB-145EU,6045
EMB-145LR,6045
EMB-145LU,6045
EMB-145MP,6045
EMB-145XR,6045
EMB-145XR (XS),6045
EMB-500 (PHENOM 100),5410
EMB-500 (PHENOM 100E),5410
EMB-500 (PHENOM 100EV),5410
EMB-505 (PHENOM 300),5430
EMB-505 (PHENOM 300E E),5430
EMB-505 (PHENOM 300E),5430
EMB-545 (LEGACY 450),5445
EMB-545 (PRAETOR 500),5447
EMB-550 (LEGACY 500),5450
EMB-550 (PRAETOR 600),5452
EMBRAER-NEIVA 821C CARAJA,3035
EP-3A,4820
EPIC ELITE JET,5012
ERJ 170-100 (E170),6050
ERJ 170-100 LR (E170 LR),6050
ERJ 170-100 SE (E170 SE),6050
ERJ 170-100 SL (E170 SL),6050
ERJ 170-100 STD (E170 STD),6050
ERJ 170-100 SU (E170 SU),6050
ERJ 170-200 (E175),6052
ERJ 170-200 LL (E175 SC),6052
ERJ 170-200 LR (E175 LR),6052
ERJ 170-200 LR (E175 SC),6052
ERJ 170-200 SD (E175 SD),6052
ERJ 170-200 SR (E175 LR),6052
ERJ 170-200 SR (E175 SR),6052
ERJ 170-200 STD (E175 STD),6052
ERJ 170-200 SU (E175 SU),6052
ERJ 190-100 (E190),6055
ERJ 190-100 ECJ (LINEAGE 1000),6059
ERJ 190-100 ECJ (LINEAGE1000E),6059
ERJ 190-100 IGW (E190 AR),6055
ERJ 190-100 LR (E190 AR),6055
ERJ 190-100 LR (E190 LR),6055
ERJ 190-100 SR (E190 SR),6055
ERJ 190-100 STD (E190 STD),6055
ERJ 190-200 (E195),6057
ERJ 190-200 IGW (E195 AR),6057
ERJ 190-200 STD (E195 STD),6057
ERJ 190-300 (E190-E2),6056
ERJ 190-300 STD (E190-E2),6056
ERJ 190-400 (E195-E2),6058
ERJ 190-400 STD (E195-E2),6058
ERJ 190-500 (E175-E2),6053
ERJ 190-500 STD (E175-E2),6053
ET-29C,1804
EV-55,3055
EV-55M,3055
F-27,3827
F-27-050,3838
F-27-050-300,3838
F-27-0502,3838
F-27-100,3827
F-27-100MAR,3827
F-27-200,3827
F-27-200MAR,3827
F-27-300,3828
F-27-300M,3828
F-27-400,3830
F-27-400M,3830
F-27-500,3832
F-27-500(RF),3832
F-27-500C,3832
F-27-500F,3832
F-27-500RF,3832
F-27-500RFC,3832
F-27-600,3834
F-27-600P,3834
F-27-600RF,3834
F-27-700,3827
F-27A,3827
F-27B,3828
F-27F,3827
F-27J,3827
F-27M,3827
F-28-0070,6070
F-28-0100,6100
F-28-1000,6080
F-28-1000(C),6082
F-28-1000C,6082
F-28-2000,6089
F-28-3000,6085
F-28-3000R,6085
F-28-4000,6090
FALCON 10,5500
FALCON 100,5500
FALCON 20,5700
FALCON 200,5702
FALCON 2000,5800
FALCON 2000(W),5800
FALCON 2000EX,5805
FALCON 2000EX (DX),5802
FALCON 2000EX (DX) (W),5802
FALCON 2000EX (LX),5805
FALCON 2000EX (LXS MSA),5805
FALCON 2000EX (LXS),5805
FALCON 2000EX (S),5803
FALCON 20C(F),5705
FALCON 20C-5,5707
FALCON 20C-5B,5707
FALCON 20D,5700
FALCON 20D(F),5705
FALCON 20D-5,5707
FALCON 20D-5B,5707
FALCON 20DC(F),5705
FALCON 20E,5700
FALCON 20E-5,5707
FALCON 20E-5B,5707
FALCON 20EC(F),5705
FALCON 20F,5700
FALCON 20F-5,5707
FALCON 20F-5B,5707
FALCON 20F-5BR,5707
FALCON 20G,5708
FALCON 20GF-5,5707
FALCON 30,6017
FALCON 50,7100
FALCON 50(W),7100
FALCON 50-4,7100
FALCON 50-4(W),7100
FALCON 50-40,7100
FALCON 50EX,7105
FALCON 50EX(W),7105
FALCON 5X,5810
FALCON 7X,7117
FALCON 7X (8X),7118
FALCON 900,7110
FALCON 900(W),7110
FALCON 900B,7110
FALCON 900B(W),7110
FALCON 900C,7110
FALCON 900C(W),7110
FALCON 900EX,7115
FALCON 900EX (900DX),7112
FALCON 900EX (900DX) (W),7112
FALCON 900EX (LX),7115
FALCON 900EX EASY,7115
FALCON 900EX(W),7115
FALCON 900LX,7115
FH-227B,3836
FH-227C,3836
FH-227D,3836
FH-227E,3836
G-1159(HK),5951
G-1159-SP(HK),5951
G-1159A (C-20A)(HK),5956
G-1159A (C-20B)(HK),5956
G-1159A(HK),5956
G-1159B(HK),5951
G-1159TT(HK),5951
G-159,3710
G-IV,5960
G-IV (G300),5963
G-IV (G350),5966
G-IV (G400),5964
G-IV-X (G450),5967
G-IVSP,5960
G-V,5970
G-V-SP (G500),5973
G-V-SP (G550),5975
G-VI (G650),5980
G-VI (G650ER),5980
G-VII (G500),5968
G-VII (G600),5978
GIV-X (G450),5967
GROB G180(A),5520
GULFSTREAM G100,5255
GULFSTREAM G150,5257
GULFSTREAM G200,5260
GULFSTREAM G280,5265
GV-SP (G500),5973
GV-SP (G550),5975
GVI (G650),5980
GVI (G650ER),5980
GVII (G500),5968
GVII (G600),5978
GVIII (G700),5977
HA-420 (HONDAJET),5530
HA-420 ELITE (HONDAJET),5530
HAWKER 4000,5580
HAWKER 750,5775
HAWKER 800XP,5780
HAWKER 800XP(W) (800XP2),5780
HAWKER 800XP(W) (800XPR),5780
HAWKER 800XP(W) (850XP),5780
HAWKER 800XPI,5780
HAWKER 800XPI(W),5780
HAWKER 800XPI(W) (800XP2),5780
HAWKER 800XPI(W) (850XP),5780
HAWKER 850XP,5780
HAWKER 900XP,5785
HAWKER BEECH. B300 (350),3275
HAWKER BEECH. B300 (350ER),3275
HAWKER BEECH. B300 (350I),3275
HAWKER BEECH. B300 (350IER),3275
HAWKER BEECH. B300C (350C),3275
HAWKER BEECH. B300C (350CER),3275
HAWKER BEECHCRAFT B200,3260
HAWKER BEECHCRAFT B200 (W),3260
HAWKER BEECHCRAFT B200C,3262
HAWKER BEECHCRAFT B200GT,3264
HAWKER BEECHCRAFT B200GT (250),3264
HAWKER BEECHCRAFT C90GT,3090
HAWKER BEECHCRAFT C90GTI,3090
HAWKER BEECHCRAFT C90GTI (W),3090
HAWKER BEECHCRAFT C90GTX,3090
HC-130H,4830
HC-130H-7,4830
HC-130P,4830
HC-131A,1804
HC-54D-10-DC,2315
HC-54D-5-DC,2315
HERON 1,2014
HERON 1B,2014
HERON 2,2014
HERON 2B,2014
HERON 2D,2014
HFB.320,5620
HP.137 MK.1,3328
HP.137 MK.3M,3328
HP.137 T MK.1,3328
HP.137 T MK.2,3328
HP.137-200,3328
HP.137-III,3328
HPR 7 DART HERALD,3800
HPR 7 DART HERALD 100,3800
HPR 7 DART HERALD 101,3800
HPR 7 DART HERALD 200,3800
HPR 7 DART HERALD 201,3800
HPR 7 DART HERALD 202,3800
HPR 7 DART HERALD 203,3800
HPR 7 DART HERALD 204,3800
HPR 7 DART HERALD 206,3800
HPR 7 DART HERALD 207,3800
HPR 7 DART HERALD 209,3800
HPR 7 DART HERALD 210,3800
HPR 7 DART HERALD 211,3800
HPR 7 DART HERALD 213,3800
HPR 7 DART HERALD 214,3800
HPR 7 DART HERALD 215,3800
HPR 7 DART HERALD 401,3800
HS.125-1,5725
HS.125-1-520,5725
HS.125-1-521,5725
HS.125-1-522,5725
HS.125-1A-521,5725
HS.125-1A-522,5725
HS.125-1AS-522,5725
HS.125-1B-521,5725
HS.125-1B-522,5725
HS.125-1BR-522,5725
HS.125-1BS-522,5725
HS.125-2 (DOMINIE T1),5725
HS.125-3A,5725
HS.125-3A/R,5725
HS.125-3A/RA,5725
HS.125-3B,5725
HS.125-3B/RA,5725
HS.125-3B/RC,5725
HS.125-400A,5740
HS.125-400B,5740
HS.125-403A(C),5740
HS.125-403B,5740
HS.125-600A,5760
HS.125-600B,5760
HS.125-700A,5770
HS.125-700A/TR,5770
HS.125-700B,5770
HS.125-800A,5780
HS.125-800A(W) (800SP),5780
HS.125-800B,5780
HS.125-800B(W) (800SP),5780
HS.125-F1A,5731
HS.125-F3A,5731
HS.125-F3A/RA,5731
HS.125-F3B,5731
HS.125-F3B/RA,5731
HS.125-F400A,5731
HS.125-F400B,5731
HS.125-F403B,5731
HS.125-F600A,5761
HS.125-F600B,5761
HS.748-1/100,3748
HS.748-1/101,3748
HS.748-1/105,3748
HS.748-1/106,3748
HS.748-1/107,3748
HS.748-2/200,3748
HS.748-2/205,3748
HS.748-2/206,3748
HS.748-2/207,3748
HS.748-2/209,3748
HS.748-2/212,3748
HS.748-2/215,3748
HS.748-2/217,3748
HS.748-2/222,3748
HS.748-2/223,3748
HS.748-2/224,3748
HS.748-2/225,3748
HS.748-2/226,3748
HS.748-2/228,3748
HS.748-2/232,3748
HS.748-2/233,3748
HS.748-2/235,3748
HS.748-2/243,3748
HS.748-2/244,3748
HS.748-2/268,3748
HS.748-2A/108,3748
HS.748-2A/209,3748
HS.748-2A/210,3748
HS.748-2A/214,3748
HS.748-2A/215,3748
HS.748-2A/216,3748
HS.748-2A/221,3748
HS.748-2A/225,3748
HS.748-2A/227,3748
HS.748-2A/229,3748
HS.748-2A/230,3748
HS.748-2A/233,3748
HS.748-2A/234,3748
HS.748-2A/235,3748
HS.748-2A/238,3748
HS.748-2A/239,3748
HS.748-2A/242,3748
HS.748-2A/244,3748
HS.748-2A/244(F),3750
HS.748-2A/245,3748
HS.748-2A/246,3748
HS.748-2A/253,3748
HS.748-2A/254,3748
HS.748-2A/256,3748
HS.748-2A/257,3748
HS.748-2A/258(F),3750
HS.748-2A/259,3748
HS.748-2A/260,3748
HS.748-2A/263,3748
HS.748-2A/264,3748
HS.748-2A/266,3748
HS.748-2A/266(F),3750
HS.748-2A/269,3748
HS.748-2A/270,3748
HS.748-2A/272,3748
HS.748-2A/273,3748
HS.748-2A/274,3748
HS.748-2A/275,3748
HS.748-2A/276,3748
HS.748-2A/278,3748
HS.748-2A/282,3748
HS.748-2A/283,3748
HS.748-2A/286,3750
HS.748-2A/309,3750
HS.748-2A/310,3750
HS.748-2A/329,3750
HS.748-2A/333,3748
HS.748-2A/334,3748
HS.748-2A/335,3750
HS.748-2A/343,3750
HS.748-2A/344,3748
HS.748-2A/347,3748
HS.748-2A/348,3750
HS.748-2A/351,3748
HS.748-2A/352,3750
HS.748-2A/353,3748
HS.748-2A/372,3748
HS.748-2A/FAA,3748
HS.748-2B/287(F),3750
HS.748-2B/357,3750
HS.748-2B/360,3750
HS.748-2B/362,3748
HS.748-2B/371,3750
HS.748-2B/378,3748
HS.748-2B/398,3748
HS.748-2B/399,3750
HS.748-2B/400,3748
HS.748-2B/401,3750
HS.748-2B/402,3748
HS.748-2B/424,3752
HS.748-2B/426,3748
HS.748-2B/435,3752
HS.748-2B/501,3752
HS.748-2B/FAA,3748
HS.748-2B/FAA(F),3750
HS.780,3760
HS.801,8254
HU-25A,5708
HU-25C,5708
IAI 101B ARAVA,3400
IAI 102 ARAVA,3400
IAI 1123,5245
IAI 1123QC,5245
IAI 1124,5250
IAI 1124A,5250
IAI 1125,5255
IAI 1125SP,5255
IAI 1125SPX,5255
IAI 1126,5260
IAI 201 ARAVA,3400
IL-112V,3920
IL-114,3914
IL-114-100,3914
IL-114-300,3914
IL-114LL,3914
IL-114T,3914
IL-14,1774
IL-14F,1774
IL-14FG,1774
IL-14FK,1774
IL-14FKM,1774
IL-14FP,1774
IL-14G,1774
IL-14IRE,1774
IL-14LIK-1,1774
IL-14LIK-2,1774
IL-14LR,1774
IL-14M,1774
IL-14P,1774
IL-14PS,1774
IL-14RR,1774
IL-14S,1774
IL-14SI,1774
IL-14T,1774
IL-18,4665
IL-18A,4665
IL-18B,4665
IL-18D,4665
IL-18E,4665
IL-18GR,4665
IL-18GRM,4665
IL-18LL,4665
IL-18SIP,4665
IL-18T (F),4665
IL-18V,4665
IL-22M,4665
IL-62,8562
IL-62M,8565
IL-62MGR (F),8565
IL-62MK,8565
IL-62TS,8562
IL-76,8576
IL-76/976,8576
IL-76/A50,8576
IL-76/A60-1A2,8576
IL-76/KJ-2000,8576
IL-76LL,8576
IL-76M,8576
IL-76MD,8576
IL-76MD-90A,8580
IL-76MD-90A/A100,8580
IL-76MD-90A/A100LL,8580
IL-76MD/KJ-2000,8576
IL-76MDK,8576
IL-76MDP,8576
IL-76MF,8586
IL-76RLSBO,8576
IL-76T,8576
IL-76TD,8576
IL-76TD-90A,8580
IL-76TD-90SW,8580
IL-76TD-90VD,8580
IL-76TDP,8576
IL-78,8576
IL-78M,8576
IL-78M-90A,8580
IL-78MKI,8576
IL-86,8700
IL-96,8710
IL-96-300,8710
IL-96-300PU,8710
IL-96-300PU (M1),8710
IL-96-300PU(M),8710
IL-96-300S,8710
IL-96-400,8715
IL-96-400T,8715
IL-96-400VPU,8715
JC-12C,3266
KC-135A,8130
L-049,2740
L-049-39-10,2740
L-049-46,2740
L-049-46-25,2740
L-049-46-26,2740
L-049-46-27,2740
L-049-46-59,2740
L-049D-46-26,2740
L-049D-46-59,2740
L-049E-46-25,2740
L-049E-46-26,2740
L-049E-46-27,2740
L-100,4832
L-100-20,4834
L-1011,7600
L-1011-385-1,7600
L-1011-385-1 (1),7600
L-1011-385-1 (50),7605
L-1011-385-1(F) (1F),7602
L-1011-385-1-14 (100),7610
L-1011-385-1-14 (150),7615
L-1011-385-1-14(F) (200F),7622
L-1011-385-1-15 (100),7610
L-1011-385-1-15 (200),7620
L-1011-385-1-15 (250),7625
L-1011-385-1-15(F) (200F),7622
L-1011-385-3 (500),7630
L-1011-385-3 (500/C2),7630
L-1011-385-3 (500/K1),7630
L-1011-385-3(C) (500(C)),7632
L-1011-385-3(C) (500/KC1),7632
L-1049(F),2749
L-1049-53-67,2749
L-1049-54-80,2749
L-1049C-103,2749
L-1049C-104,2749
L-1049C-55,2749
L-1049C-55-81,2749
L-1049C-55-83,2749
L-1049C-55-83(F),2749
L-1049D-55-116,2749
L-1049D-55-85,2749
L-1049E-55,2749
L-1049E-55-01,2749
L-1049G,2749
L-1049G(F),2749
L-1049G-02-82,2749
L-1049G-03-142,2749
L-1049G-82,2749
L-1049G-82(F),2749
L-1049G-82-102,2749
L-1049G-82-118,2749
L-1049H,2749
L-1049H(F),2749
L-1049H-82,2749
L-1049H-82-03,2749
L-1049H-82-06,2749
L-1049H-82-133,2749
L-1049H-83-03,2749
L-1329 JETSTAR 6,8040
L-1329 JETSTAR 731,8042
L-1329 JETSTAR 8,8040
L-1329 JETSTAR II,8044
L-1329-23E FANSTAR,5846
L-149,2740
L-1649A,2769
L-1649A-98,2769
L-1649A-98(F),2769
L-188A,4750
L-188A(F),4753
L-188A(PF),4753
L-188C,4750
L-188C(F),4753
L-188C(PF),4753
L-329 JETSTAR,5840
L-649-79-12,2744
L-749-79-12,2744
L-749-79-22,2744
L-749-79-31,2744
L-749-79-33,2744
L-749-79-33(F),2744
L-749-79-34,2744
L-749A,2744
L-749A(F),2744
L-749A-79-22,2744
L-749A-79-31,2744
L-749A-79-32,2744
L-749A-79-33,2744
L-749A-79-33(F),2744
L-749A-79-36,2744
L-749A-79-38,2744
L-749A-79-43,2744
L-749A-79-44,2744
L-749A-79-44(F),2744
L-749A-79-46,2744
L-749A-79-46 (F),2744
L-749A-79-50,2744
L-749A-79-52,2744
L-749A-79-60,2744
L-749A-79-73,2744
L-749A-79-74,2744
L410A,3160
L410AB,3160
L410AF,3160
L410AS,3160
L410FG,3160
L410IVP-4,3160
L410M,3160
L410MA,3160
L410MU,3160
L410NG,3160
L410T,3160
L410UVP,3160
L410UVP-E,3160
L410UVP-E1,3160
L410UVP-E10,3160
L410UVP-E12,3160
L410UVP-E13,3160
L410UVP-E15,3160
L410UVP-E16,3160
L410UVP-E17,3160
L410UVP-E18,3160
L410UVP-E2,3160
L410UVP-E20,3160
L410UVP-E20C,3160
L410UVP-E20D,3160
L410UVP-E3,3160
L410UVP-E4,3160
L410UVP-E5,3160
L410UVP-E6,3160
L410UVP-E7,3160
L410UVP-E8,3160
L410UVP-E8A,3160
L410UVP-E8B,3160
L410UVP-E8D,3160
L410UVP-E8E,3160
L410UVP-E9,3160
L410UVP-E9D,3160
L410X,3160
L420,3160
L610G,3460
L610M,3460
LEAR FAN 2100,3020
LEARJET 23(HK),5322
LEARJET 24(HK),5326
LEARJET 24A,5324
LEARJET 24B(HK),5326
LEARJET 24D(HK),5326
LEARJET 24D-A,5324
LEARJET 24E(HK),5326
LEARJET 24F(HK),5326
LEARJET 24XR(HK),5326
LEARJET 25,5325
LEARJET 25B(HK),5327
LEARJET 25C,5325
LEARJET 25D(HK),5327
LEARJET 25XR,5325
LEARJET 28,5328
LEARJET 29,5329
LEARJET 31,5331
LEARJET 31A,5331
LEARJET 35,5335
LEARJET 35(W),5335
LEARJET 35A,5335
LEARJET 35A (C-21A),5335
LEARJET 36,5336
LEARJET 36A,5336
LEARJET 45,5345
LEARJET 45 (40),5340
LEARJET 45 (40XR),5340
LEARJET 45 (45XR),5345
LEARJET 45 (70),5370
LEARJET 45 (75),5375
LEARJET 55,5355
LEARJET 55B,5355
LEARJET 55C,5355
LEARJET 60,5360
LEARJET 60 (60XR),5360
LEARJET 85 (LJ-200-1A10),5385
LM-100J,4842
LM-100J (382J),4842
M-28-05,3406
M-28-05 (C-145A),3406
M-28BPT,3406
MA700,3870
MARTIN 2-0-2,1780
MARTIN 2-0-2A,1780
MARTIN 4-0-4,1790
MC-12W,3275
MC-21-200,6350
MC-21-300,6353
MC-54M-1-DO,2315
MC-54M-10-DO,2315
MCDONNELL 220,8030
MD-10-10(F),7720
MD-10-10CF,7720
MD-10-30(F),7737
MD-10-30CF,7737
MD-10-30F,7737
MD-11,7750
MD-11(F),7755
MD-11C,7755
MD-11CF,7755
MD-11ER,7750
MD-11ER(F),7755
MD-11F,7755
MD-88,6268
MD-90-30,6274
MERCURE 100,6390
MINI GUPPY,2877
MITSUBISHI MU-2A,3002
MITSUBISHI MU-2B,3002
MITSUBISHI MU-2B-10 (2D),3002
MITSUBISHI MU-2B-15,3002
MITSUBISHI MU-2B-20 (2F),3002
MITSUBISHI MU-2B-25 (2K),3002
MITSUBISHI MU-2B-26 (2M),3002
MITSUBISHI MU-2B-26A (2P),3002
MITSUBISHI MU-2B-30 (2G),3003
MITSUBISHI MU-2B-30F (2G),3003
MITSUBISHI MU-2B-30F SCD,3002
MITSUBISHI MU-2B-35 (2J),3003
MITSUBISHI MU-2B-35F (2J),3003
MITSUBISHI MU-2B-36 (2L),3003
MITSUBISHI MU-2B-36A (2N),3003
MITSUBISHI MU-2B-36AF (2N),3003
MITSUBISHI MU-2B-36F (2L),3003
MITSUBISHI MU-2B-40 SOLITAIRE,3002
MITSUBISHI MU-2B-40F SOLITAIRE,3002
MITSUBISHI MU-2B-60 MARQUISE,3003
MOHAWK 298,3488
MRJ-200 (M90),6174
